date,open,high,low,close,volume,amount
2020/1/2,3073.931,3107.517,3073.931,3090.833,5003639296,94773731328
2020/1/3,3097.251,3097.408,3072.113,3078.279,3718549296,72346787840
2020/1/6,3062.28,3090.84,3040.194,3056.835,4770782720,77770387456
2020/1/7,3063.746,3080.271,3061.56,3074.015,3437178800,56886579456
2020/1/8,3058.358,3058.696,3030.104,3037.852,3765377296,59854842112
2020/1/9,3060.774,3071.539,3055.99,3067.545,3315051504,57676819200
2020/1/10,3079.076,3081.956,3058.164,3067.881,2854238896,51634929408
2020/1/13,3069.678,3090.131,3054.878,3090.128,2933083504,57052247552
2020/1/14,3097.724,3108.177,3078.457,3080.601,3512901696,56961447424
2020/1/15,3078.252,3086.966,3052.704,3058.007,2811608608,46971571712
2020/1/16,3067.95,3068.197,3039.072,3043.093,2831231808,45497746944
2020/1/17,3054.036,3067.558,3042.589,3053.172,2330451408,46224605696
2020/1/20,3070.67,3072.288,3054.448,3065.99,2727484896,55623208192
2020/1/21,3048.945,3050.823,3011.184,3012.112,3280129104,59740274176
2020/1/22,2996.809,3023.901,2965.663,3017.878,3315976000,60509150208
2020/1/23,2993.772,2993.772,2910.394,2932.493,4283935200,75506614272
2020/2/3,2676.007,2755.844,2676.007,2727.093,5860918528,96131248128
2020/2/4,2724.131,2796.714,2724.131,2794.66,5701636864,91856015360
2020/2/5,2803.737,2833.209,2782.423,2812.899,4418206976,73422004224
2020/2/6,2829.511,2866.39,2809.366,2854.887,4213425104,70417285120
2020/2/7,2836.799,2851.824,2819.667,2851.71,3444362800,59065093632
2020/2/10,2826.797,2854.828,2817.77,2850.064,3365493408,56648242688
2020/2/11,2858.924,2893.067,2854.072,2879.857,3602824400,58519424768
2020/2/12,2876.67,2895.926,2870.768,2895.585,3123075008,52126940928
2020/2/13,2898.398,2906.721,2871.264,2875.479,3743476400,57844935168
2020/2/14,2870.712,2900.203,2870.628,2895.064,3512599600,53270508288
2020/2/17,2901.686,2950.282,2898.592,2950.069,4529653248,72567316480
2020/2/18,2940.646,2944.433,2914.964,2924.398,3809899104,60875096320
2020/2/19,2917.124,2942.346,2914.592,2923.763,4027025200,62808194048
2020/2/20,2931.371,2981.265,2920.797,2978.182,5022984704,84693540864
2020/2/21,2965.601,2991.059,2959.513,2968.138,4692015104,83241627648
2020/2/24,2949.978,2953.294,2922.162,2930.033,4863757312,84187873280
2020/2/25,2891.978,2912.159,2869.643,2909.324,5315794688,88652947456
2020/2/26,2877.463,2930.019,2872.829,2901.673,6296502784,93491146752
2020/2/27,2904.865,2927.198,2903.747,2912.036,4215225008,70016401408
2020/2/28,2860.281,2880.794,2818.429,2821.041,5847996416,90536235008
2020/3/2,2837.773,2922.951,2837.773,2907.886,5488477696,85151776768
2020/3/3,2941.679,2948.551,2910.756,2921.443,5316139776,84017213440
2020/3/4,2921.067,2949.571,2919.365,2947.566,4256954896,75555573760
2020/3/5,2966.686,3023.123,2956.651,3018.07,6049796608,1.06E+11
2020/3/6,2989.764,2999.485,2962.403,2964.834,4185528800,69696069632
2020/3/9,2908.6266,2908.6266,2864.4901,2868.8297,5886474700,89883304685
2020/3/10,2859.8694,2935.0871,2852.9348,2924.2165,4805053000,76922299779
2020/3/11,2927.8282,2927.8282,2888.3612,2888.3612,3644206200,58821559035
2020/3/12,2858.511,2866.1354,2828.2901,2841.9824,3702363200,60744920235
2020/3/13,2720.6127,2826.7235,2715.1375,2798.7695,4906135500,82814500305
2020/3/16,2799.9951,2800.1779,2689.8974,2694.0229,4697120600,76460306996
2020/3/17,2696.6972,2734.7985,2629.1822,2685.5907,4153269400,70083880488
2020/3/18,2695.4241,2724.3019,2625.6003,2626.0826,3724043100,65416459932
2020/3/19,2611.7496,2630.0517,2517.3038,2569.7891,4952352800,83641800955
2020/3/20,2597.9793,2636.1406,2580.3573,2628.4161,3723143600,61882459787
2020/3/23,2548.8455,2586.1059,2548.0038,2559.6192,3254972100,56761578580
2020/3/24,2608.2448,2641.8733,2592.605,2639.3834,3686841400,62053255970
2020/3/25,2700.0961,2711.1171,2681.0877,2700.1865,3849119400,66439253951
2020/3/26,2676.6159,2716.3354,2673.4409,2689.2803,2822602100,47526067796
2020/3/27,2722.4681,2733.5206,2701.4447,2701.4447,3538694500,56316143419
2020/3/30,2667.1202,2696.3305,2664.7175,2690.042,3404970700,52410857487
2020/3/31,2713.4987,2716.021,2684.2066,2689.379,3029903800,46061513613
2020/4/1,2684.5001,2722.3249,2680.0773,2682.0795,2751937300,44240194623
2020/4/2,2667.9405,2719.8864,2665.8054,2719.8864,2873089300,43855142486
2020/4/3,2707.8191,2720.8444,2697.8315,2708.8246,2444455900,39428104565
2020/4/7,2756.2704,2762.3061,2743.1591,2757.4064,3595465100,59656453010
2020/4/8,2742.357,2753.493,2736.0926,2743.8865,2540167600,38559903637
2020/4/9,2754.7165,2760.586,2749.4162,2752.588,2382049700,38382876852
2020/4/10,2755.1967,2787.2835,2742.5231,2749.8466,2544479400,43526674662
2020/4/13,2740.0926,2749.4787,2731.0289,2739.1666,1918766200,30636073111
2020/4/14,2756.4996,2785.8013,2745.9902,2785.72,2672299500,48384370745
2020/4/15,2783.276,2788.0859,2761.4351,2764.4883,2305149500,42309461738
2020/4/16,2751.6937,2771.4343,2750.2919,2768.2616,2301637900,41776714414
2020/4/17,2790.8348,2825.9585,2782.7127,2809.0757,3486971900,62422703250
2020/4/20,2812.8012,2821.0063,2799.9158,2819.7938,2762756400,48186424309
2020/4/21,2808.913,2808.913,2767.2738,2784.5328,2494367600,42654500062
2020/4/22,2774.4393,2804.2373,2768.3954,2804.2373,2069456300,37039162435
2020/4/23,2813.7322,2820.2414,2794.4639,2797.6612,2452956300,40003338633
2020/4/24,2789.0511,2789.0511,2770.3365,2776.0245,1991477400,35854089011
2020/4/27,2786.467,2818.5384,2783.1736,2805.2202,2314714000,40090088313
2020/4/28,2814.2298,2832.0618,2781.1486,2825.1393,2708422800,47828238905
2020/4/29,2814.5955,2852.1036,2814.0689,2844.8143,2543013400,45196775961
2020/4/30,2851.1447,2882.6952,2851.1447,2861.9077,3038905300,52437640612
2020/5/6,2823.2918,2865.1127,2823.2724,2863.8452,3545978100,59544694245
2020/5/7,2860.9591,2863.16,2845.6608,2854.423,2390200000,41458943617
2020/5/8,2864.8561,2883.6911,2858.1084,2873.0125,2703717900,48756760662
2020/5/11,2876.772,2897.9895,2864.9633,2871.8476,2530899800,46507596881
2020/5/12,2871.3136,2880.5029,2855.0217,2869.5973,2133015000,39257275180
2020/5/13,2860.8202,2869.702,2845.3371,2867.7123,1832565100,33483747422
2020/5/14,2854.7781,2854.7781,2833.947,2834.5328,1981834300,36947675246
2020/5/15,2845.9099,2849.1746,2818.3671,2819.6911,1947058000,38909794047
2020/5/18,2821.7258,2849.8499,2813.2571,2837.1721,2262686600,43886596302
2020/5/19,2869.2324,2872.6969,2854.8855,2860.6682,2270551600,42580939710
2020/5/20,2861.5929,2864.6689,2847.2553,2856.1398,1994922900,37561348500
2020/5/21,2866.7448,2867.9145,2844.1437,2846.8239,1907114500,36357586642
2020/5/22,2840.8794,2841.1054,2775.3088,2775.8096,2597130200,46841991567
2020/5/25,2784.4347,2789.8153,2762.2983,2789.7095,1867492300,33629752365
2020/5/26,2806.248,2811.8253,2796.8463,2808.8419,1811040900,32226210134
2020/5/27,2810.4749,2814.559,2790.8433,2795.4807,1975995300,33762192930
2020/5/28,2797.3679,2830.4628,2785.3207,2809.6648,2294337200,38842766209
2020/5/29,2791.6226,2813.8249,2788.867,2806.6643,2147102600,36267708567
2020/6/1,2832.2174,2873.0538,2832.2174,2870.3558,2843344300,52739288749
2020/6/2,2864.5289,2890.8071,2862.6765,2885.9208,2670394300,48136501768
2020/6/3,2900.8702,2922.783,2889.0841,2889.1086,2784097500,51525905998
2020/6/4,2900.9644,2902.8993,2876.4419,2883.3633,2189472900,36051895058
2020/6/5,2886.2329,2896.3495,2871.8707,2896.3495,2126970100,38224565108
2020/6/8,2907.675,2925.1994,2904.0349,2909.5867,2930062900,53846965565
2020/6/9,2911.9481,2931.5394,2905.8432,2928.3043,2440088000,44447001974
2020/6/10,2925.1657,2925.1657,2905.2106,2908.4753,2271766600,41298669210
2020/6/11,2899.4865,2907.6568,2867.1966,2876.513,2899854300,50569232346
2020/6/12,2840.8021,2884.9905,2837.5506,2884.1157,3409594400,51141596561
2020/6/15,2862.4896,2875.0268,2838.6074,2838.6074,2931049700,55344281135
2020/6/16,2867.7129,2879.5252,2861.0109,2878.9924,2421833300,43386145208
2020/6/17,2879.8483,2882.1032,2864.1553,2881.1321,2224461300,42134102733
2020/6/18,2872.1682,2892.1185,2860.4956,2888.9575,2763430400,47707495423
2020/6/19,2891.3093,2933.9025,2888.9222,2925.9356,3713736100,74110248088
2020/6/22,2921.297,2947.6121,2912.4938,2921.8915,3726298500,72454864319
2020/6/23,2913.0108,2929.7971,2902.1223,2925.416,2754012800,59578426675
2020/6/24,2928.5224,2947.1908,2926.8445,2943.4733,3017957300,61408737401
2020/6/29,2935.5423,2942.492,2909.4509,2925.4834,3248337700,64157816353
2020/6/30,2933.9281,2951.1227,2928.6832,2942.0741,2701559800,56079512949
2020/7/1,2950.4921,3010.3624,2941.3802,3009.8611,4266806900,83084456013
2020/7/2,3005.357,3088.9603,3003.7779,3084.2381,6722380600,1.19E+11
2020/7/3,3101.3858,3159.1688,3101.2607,3159.1583,7820941600,1.38E+11
2020/7/6,3198.7384,3384.8672,3198.7384,3374.1362,12216786900,2.03E+11
2020/7/7,3438.8558,3465.4678,3381.7608,3381.7608,10862413900,1.99E+11
2020/7/8,3378.1092,3466.6299,3371.5924,3429.9449,9145721300,1.68E+11
2020/7/9,3426.5963,3451.925,3403.7253,3442.0205,8493444000,1.54E+11
2020/7/10,3403.9961,3411.0942,3338.5929,3351.78,7904651800,1.39E+11
2020/7/13,3338.7076,3421.9397,3327.6965,3390.115,8002418600,1.44E+11
2020/7/14,3374.07,3391.9033,3310.8892,3348.0312,7678639500,1.30E+11
2020/7/15,3363.9243,3374.2882,3303.1506,3313.7646,7041203100,1.34E+11
2020/7/16,3313.5618,3326.6941,3162.0251,3162.0251,7468306800,1.51E+11
2020/7/17,3181.698,3223.5413,3151.2178,3185.8909,4944909900,1.04E+11
2020/7/20,3219.9177,3293.6253,3189.467,3287.915,6304753600,1.25E+11
2020/7/21,3302.7223,3305.1976,3272.4732,3286.8146,4451198100,98108441247
2020/7/22,3278.7375,3354.7152,3273.8075,3291.3605,5440375100,1.10E+11
2020/7/23,3263.074,3303.4266,3224.5078,3284.1103,5566558300,1.06E+11
2020/7/24,3265.519,3270.5582,3136.6446,3158.2854,6063813600,1.28E+11
2020/7/27,3178.0469,3194.1399,3136.0325,3163.2306,3762745600,78769806507
2020/7/28,3188.9568,3205.5658,3168.8967,3185.8904,3571045100,81039521931
2020/7/29,3184.7168,3245.702,3171.0441,3243.3849,4364869100,97413664843
2020/7/30,3252.2041,3263.1868,3231.356,3231.5193,3610894500,90507937666
2020/7/31,3226.4225,3284.3785,3199.9053,3249.3375,4289790500,97122120535
2020/8/3,3271.1771,3284.7925,3251.8182,3281.1012,4829902600,1.05E+11
2020/8/4,3293.9177,3329.5592,3279.1429,3312.1336,6254047700,1.24E+11
2020/8/5,3298.1382,3300.8964,3257.2884,3292.3094,4557928400,95922266579
2020/8/6,3295.4327,3311.3637,3243.6494,3292.2003,4894575300,1.10E+11
2020/8/7,3277.4438,3288.7871,3219.423,3263.7455,4898104900,1.10E+11
2020/8/10,3250.5443,3309.9836,3232.0936,3285.7602,5327140300,1.13E+11
