date,open,high,low,close,volume,amount,preclose,pctChg
2020-02-21,2965.6010,2991.0590,2959.5130,2968.1380,4692015104,83241627648.0000,2978.1820,-0.337253
2020-02-24,2949.9780,2953.2940,2922.1620,2930.0330,4863757312,84187873280.0000,2968.1380,-1.283801
2020-02-25,2891.9780,2912.1590,2869.6430,2909.3240,5315794688,88652947456.0000,2930.0330,-0.706784
2020-02-26,2877.4630,2930.0190,2872.8290,2901.6730,6296502784,93491146752.0000,2909.3240,-0.262982
2020-02-27,2904.8650,2927.1980,2903.7470,2912.0360,4215225008,70016401408.0000,2901.6730,0.357139
2020-02-28,2860.2810,2880.7940,2818.4290,2821.0410,5847996416,90536235008.0000,2912.0360,-3.124790
2020-03-02,2837.7730,2922.9510,2837.7730,2907.8860,5488477696,85151776768.0000,2821.0410,3.078474
2020-03-03,2941.6790,2948.5510,2910.7560,2921.4430,5316139776,84017213440.0000,2907.8860,0.466215
2020-03-04,2921.0670,2949.5710,2919.3650,2947.5660,4256954896,75555573760.0000,2921.4430,0.894181
2020-03-05,2966.6860,3023.1230,2956.6510,3018.0700,6049796608,105885810688.0000,2947.5660,2.391940
2020-03-06,2989.7640,2999.4850,2962.4030,2964.8340,4185528800,69696069632.0000,3018.0700,-1.763909
2020-03-09,2908.6266,2908.6266,2864.4901,2868.8297,5886474700,89883304685.0000,2964.8348,-3.238126
2020-03-10,2859.8694,2935.0871,2852.9348,2924.2165,4805053000,76922299779.0000,2868.8297,1.930641
2020-03-11,2927.8282,2927.8282,2888.3612,2888.3612,3644206200,58821559035.0000,2924.2165,-1.226151
2020-03-12,2858.5110,2866.1354,2828.2901,2841.9824,3702363200,60744920235.0000,2888.3612,-1.605713
2020-03-13,2720.6127,2826.7235,2715.1375,2798.7695,4906135500,82814500305.0000,2841.9824,-1.520520
2020-03-16,2799.9951,2800.1779,2689.8974,2694.0229,4697120600,76460306996.0000,2798.7695,-3.742595
2020-03-17,2696.6972,2734.7985,2629.1822,2685.5907,4153269400,70083880488.0000,2694.0229,-0.312997
2020-03-18,2695.4241,2724.3019,2625.6003,2626.0826,3724043100,65416459932.0000,2685.5907,-2.215829
2020-03-19,2611.7496,2630.0517,2517.3038,2569.7891,4952352800,83641800955.0000,2625.7470,-2.131123
2020-03-20,2597.9793,2636.1406,2580.3573,2628.4161,3723143600,61882459787.0000,2569.7891,2.281393
2020-03-23,2548.8455,2586.1059,2548.0038,2559.6192,3254972100,56761578580.0000,2628.4161,-2.617428
2020-03-24,2608.2448,2641.8733,2592.6050,2639.3834,3686841400,62053255970.0000,2559.6192,3.116253
2020-03-25,2700.0961,2711.1171,2681.0877,2700.1865,3849119400,66439253951.0000,2639.3834,2.303686
2020-03-26,2676.6159,2716.3354,2673.4409,2689.2803,2822602100,47526067796.0000,2700.1865,-0.403905
2020-03-27,2722.4681,2733.5206,2701.4447,2701.4447,3538694500,56316143419.0000,2689.2803,0.452329
2020-03-30,2667.1202,2696.3305,2664.7175,2690.0420,3404970700,52410857487.0000,2701.4447,-0.422096
2020-03-31,2713.4987,2716.0210,2684.2066,2689.3790,3029903800,46061513613.0000,2690.0420,-0.024646
2020-04-01,2684.5001,2722.3249,2680.0773,2682.0795,2751937300,44240194623.0000,2689.3790,-0.271420
2020-04-02,2667.9405,2719.8864,2665.8054,2719.8864,2873089300,43855142486.0000,2682.0795,1.409611
2020-04-03,2707.8191,2720.8444,2697.8315,2708.8246,2444455900,39428104565.0000,2719.8864,-0.406701
2020-04-07,2756.2704,2762.3061,2743.1591,2757.4064,3595465100,59656453010.0000,2708.8246,1.793464
2020-04-08,2742.3570,2753.4930,2736.0926,2743.8865,2540167600,38559903637.0000,2757.4064,-0.490312
2020-04-09,2754.7165,2760.5860,2749.4162,2752.5880,2382049700,38382876852.0000,2743.8865,0.317123
2020-04-10,2755.1967,2787.2835,2742.5231,2749.8466,2544479400,43526674662.0000,2752.5880,-0.099594
2020-04-13,2740.0926,2749.4787,2731.0289,2739.1666,1918766200,30636073111.0000,2749.8466,-0.388385
2020-04-14,2756.4996,2785.8013,2745.9902,2785.7200,2672299500,48384370745.0000,2739.1666,1.699546
2020-04-15,2783.2760,2788.0859,2761.4351,2764.4883,2305149500,42309461738.0000,2785.7200,-0.762162
2020-04-16,2751.6937,2771.4343,2750.2919,2768.2616,2301637900,41776714414.0000,2764.4883,0.136492
2020-04-17,2790.8348,2825.9585,2782.7127,2809.0757,3486971900,62422703250.0000,2768.2616,1.474358
2020-04-20,2812.8012,2821.0063,2799.9158,2819.7938,2762756400,48186424309.0000,2809.0757,0.381553
2020-04-21,2808.9130,2808.9130,2767.2738,2784.5328,2494367600,42654500062.0000,2819.7938,-1.250482
2020-04-22,2774.4393,2804.2373,2768.3954,2804.2373,2069456300,37039162435.0000,2784.5328,0.707641
2020-04-23,2813.7322,2820.2414,2794.4639,2797.6612,2452956300,40003338633.0000,2804.2373,-0.234506
2020-04-24,2789.0511,2789.0511,2770.3365,2776.0245,1991477400,35854089011.0000,2797.6612,-0.773385
2020-04-27,2786.4670,2818.5384,2783.1736,2805.2202,2314714000,40090088313.0000,2776.0245,1.051709
2020-04-28,2814.2298,2832.0618,2781.1486,2825.1393,2708422800,47828238905.0000,2805.2202,0.710073
2020-04-29,2814.5955,2852.1036,2814.0689,2844.8143,2543013400,45196775961.0000,2825.1393,0.696426
2020-04-30,2851.1447,2882.6952,2851.1447,2861.9077,3038905300,52437640612.0000,2844.8143,0.600862
2020-05-06,2823.2918,2865.1127,2823.2724,2863.8452,3545978100,59544694245.0000,2861.9077,0.067700
2020-05-07,2860.9591,2863.1600,2845.6608,2854.4230,2390200000,41458943617.0000,2863.8452,-0.329005
2020-05-08,2864.8561,2883.6911,2858.1084,2873.0125,2703717900,48756760662.0000,2854.4230,0.651252
2020-05-11,2876.7720,2897.9895,2864.9633,2871.8476,2530899800,46507596881.0000,2873.0125,-0.040546
2020-05-12,2871.3136,2880.5029,2855.0217,2869.5973,2133015000,39257275180.0000,2871.8476,-0.078357
2020-05-13,2860.8202,2869.7020,2845.3371,2867.7123,1832565100,33483747422.0000,2869.5973,-0.065689
2020-05-14,2854.7781,2854.7781,2833.9470,2834.5328,1981834300,36947675246.0000,2867.7123,-1.157002
2020-05-15,2845.9099,2849.1746,2818.3671,2819.6911,1947058000,38909794047.0000,2834.5328,-0.523603
2020-05-18,2821.7258,2849.8499,2813.2571,2837.1721,2262686600,43886596302.0000,2819.6911,0.619962
2020-05-19,2869.2324,2872.6969,2854.8855,2860.6682,2270551600,42580939710.0000,2837.1721,0.828152
2020-05-20,2861.5929,2864.6689,2847.2553,2856.1398,1994922900,37561348500.0000,2860.6682,-0.158299
2020-05-21,2866.7448,2867.9145,2844.1437,2846.8239,1907114500,36357586642.0000,2856.1398,-0.326171
2020-05-22,2840.8794,2841.1054,2775.3088,2775.8096,2597130200,46841991567.0000,2846.8239,-2.494510
2020-05-25,2784.4347,2789.8153,2762.2983,2789.7095,1867492300,33629752365.0000,2775.8096,0.500751
2020-05-26,2806.2480,2811.8253,2796.8463,2808.8419,1811040900,32226210134.0000,2789.7095,0.685821
2020-05-27,2810.4749,2814.5590,2790.8433,2795.4807,1975995300,33762192930.0000,2808.8419,-0.475684
2020-05-28,2797.3679,2830.4628,2785.3207,2809.6648,2294337200,38842766209.0000,2795.4807,0.507394
2020-05-29,2791.6226,2813.8249,2788.8670,2806.6643,2147102600,36267708567.0000,2809.6648,-0.106792
2020-06-01,2832.2174,2873.0538,2832.2174,2870.3558,2843344300,52739288749.0000,2806.6643,2.269295
2020-06-02,2864.5289,2890.8071,2862.6765,2885.9208,2670394300,48136501768.0000,2870.3558,0.542267
2020-06-03,2900.8702,2922.7830,2889.0841,2889.1086,2784097500,51525905998.0000,2885.9208,0.110460
2020-06-04,2900.9644,2902.8993,2876.4419,2883.3633,2189472900,36051895058.0000,2889.1086,-0.198861
2020-06-05,2886.2329,2896.3495,2871.8707,2896.3495,2126970100,38224565108.0000,2883.3633,0.450384
2020-06-08,2907.6750,2925.1994,2904.0349,2909.5867,2930062900,53846965565.0000,2896.3495,0.457030
2020-06-09,2911.9481,2931.5394,2905.8432,2928.3043,2440088000,44447001974.0000,2909.5867,0.643308
2020-06-10,2925.1657,2925.1657,2905.2106,2908.4753,2271766600,41298669210.0000,2928.3043,-0.677150
2020-06-11,2899.4865,2907.6568,2867.1966,2876.5130,2899854300,50569232346.0000,2908.4753,-1.098937
2020-06-12,2840.8021,2884.9905,2837.5506,2884.1157,3409594400,51141596561.0000,2876.5130,0.264303
2020-06-15,2862.4896,2875.0268,2838.6074,2838.6074,2931049700,55344281135.0000,2884.1157,-1.577894
2020-06-16,2867.7129,2879.5252,2861.0109,2878.9924,2421833300,43386145208.0000,2838.6074,1.422705
2020-06-17,2879.8483,2882.1032,2864.1553,2881.1321,2224461300,42134102733.0000,2878.9924,0.074321
2020-06-18,2872.1682,2892.1185,2860.4956,2888.9575,2763430400,47707495423.0000,2881.1321,0.271609
2020-06-19,2891.3093,2933.9025,2888.9222,2925.9356,3713736100,74110248088.0000,2888.9575,1.279981
2020-06-22,2921.2970,2947.6121,2912.4938,2921.8915,3726298500,72454864319.0000,2925.9356,-0.138216
2020-06-23,2913.0108,2929.7971,2902.1223,2925.4160,2754012800,59578426675.0000,2921.8915,0.120624
2020-06-24,2928.5224,2947.1908,2926.8445,2943.4733,3017957300,61408737401.0000,2925.4160,0.617256
2020-06-29,2935.5423,2942.4920,2909.4509,2925.4834,3248337700,64157816353.0000,2943.4733,-0.611179
2020-06-30,2933.9281,2951.1227,2928.6832,2942.0741,2701559800,56079512949.0000,2925.4834,0.567110
2020-07-01,2950.4921,3010.3624,2941.3802,3009.8611,4266806900,83084456013.0000,2942.0741,2.304055
2020-07-02,3005.3570,3088.9603,3003.7779,3084.2381,6722380600,118751704735.0000,3009.8611,2.471111
2020-07-03,3101.3858,3159.1688,3101.2607,3159.1583,7820941600,137578589835.0000,3084.2381,2.429132
2020-07-06,3198.7384,3384.8672,3198.7384,3374.1362,12216786900,202917638622.0000,3159.1583,6.804911
2020-07-07,3438.8558,3465.4678,3381.7608,3381.7608,10862413900,199150089199.0000,3374.1362,0.225972
2020-07-08,3378.1092,3466.6299,3371.5924,3429.9449,9145721300,167555891090.0000,3381.7608,1.424823
2020-07-09,3426.5963,3451.9250,3403.7253,3442.0205,8493444000,153534471836.0000,3429.9449,0.352064
2020-07-10,3403.9961,3411.0942,3338.5929,3351.7800,7904651800,139047237039.0000,3442.0205,-2.621730
2020-07-13,3338.7076,3421.9397,3327.6965,3390.1150,8002418600,144465870708.0000,3351.7800,1.143721
2020-07-14,3374.0700,3391.9033,3310.8892,3348.0312,7678639500,129973787376.0000,3390.1150,-1.241368
2020-07-15,3363.9243,3374.2882,3303.1506,3313.7646,7041203100,133624136730.0000,3348.0312,-1.023485
2020-07-16,3313.5618,3326.6941,3162.0251,3162.0251,7468306800,151041927324.0000,3313.7646,-4.579067
2020-07-17,3181.6980,3223.5413,3151.2178,3185.8909,4944909900,104284759355.0000,3162.0251,0.754763
2020-07-20,3219.9177,3293.6253,3189.4670,3287.9150,6304753600,124831909493.0000,3185.8909,3.202373
2020-07-21,3302.7223,3305.1976,3272.4732,3286.8146,4451198100,98108441247.0000,3287.9150,-0.033468
2020-07-22,3278.7375,3354.7152,3273.8075,3291.3605,5440375100,109522096602.0000,3286.8146,0.138307
2020-07-23,3263.0740,3303.4266,3224.5078,3284.1103,5566558300,106252944262.0000,3291.3605,-0.220280
2020-07-24,3265.5190,3270.5582,3136.6446,3158.2854,6063813600,127518161681.0000,3284.1103,-3.831324
2020-07-27,3178.0469,3194.1399,3136.0325,3163.2306,3762745600,78769806507.0000,3158.2854,0.156579
2020-07-28,3188.9568,3205.5658,3168.8967,3185.8904,3571045100,81039521931.0000,3163.2306,0.716350
2020-07-29,3184.7168,3245.7020,3171.0441,3243.3849,4364869100,97413664843.0000,3185.8904,1.804660
2020-07-30,3252.2041,3263.1868,3231.3560,3231.5193,3610894500,90507937666.0000,3243.3849,-0.365840
2020-07-31,3226.4225,3284.3785,3199.9053,3249.3375,4289790500,97122120535.0000,3231.5193,0.551388
2020-08-03,3271.1771,3284.7925,3251.8182,3281.1012,4829902600,104838181188.0000,3249.3375,0.977544
2020-08-04,3293.9177,3329.5592,3279.1429,3312.1336,6254047700,123874292872.0000,3281.1012,0.945792
2020-08-05,3298.1382,3300.8964,3257.2884,3292.3094,4557928400,95922266579.0000,3312.1336,-0.598533
2020-08-06,3295.4327,3311.3637,3243.6494,3292.2003,4894575300,109937579417.0000,3292.3094,-0.003314
2020-08-07,3277.4438,3288.7871,3219.4230,3263.7455,4898104900,110237424749.0000,3292.2003,-0.864310
2020-08-10,3250.5443,3309.9836,3232.0936,3285.7602,5327140300,112583130148.0000,3263.7455,0.674523
