date,open,high,low,close,volume,amount,preclose,pctChg
2020-01-02,3073.9310,3107.5170,3073.9310,3090.8330,5003639296,94773731328.0000,3063.2190,0.901470
2020-01-03,3097.2510,3097.4080,3072.1130,3078.2790,3718549296,72346787840.0000,3090.8330,-0.406169
2020-01-06,3062.2800,3090.8400,3040.1940,3056.8350,4770782720,77770387456.0000,3078.2790,-0.696623
2020-01-07,3063.7460,3080.2710,3061.5600,3074.0150,3437178800,56886579456.0000,3056.8350,0.562019
2020-01-08,3058.3580,3058.6960,3030.1040,3037.8520,3765377296,59854842112.0000,3074.0150,-1.176409
2020-01-09,3060.7740,3071.5390,3055.9900,3067.5450,3315051504,57676819200.0000,3037.8520,0.977434
2020-01-10,3079.0760,3081.9560,3058.1640,3067.8810,2854238896,51634929408.0000,3067.5450,0.010953
2020-01-13,3069.6780,3090.1310,3054.8780,3090.1280,2933083504,57052247552.0000,3067.8810,0.725159
2020-01-14,3097.7240,3108.1770,3078.4570,3080.6010,3512901696,56961447424.0000,3090.1280,-0.308304
2020-01-15,3078.2520,3086.9660,3052.7040,3058.0070,2811608608,46971571712.0000,3080.6010,-0.733428
2020-01-16,3067.9500,3068.1970,3039.0720,3043.0930,2831231808,45497746944.0000,3058.0070,-0.487703
2020-01-17,3054.0360,3067.5580,3042.5890,3053.1720,2330451408,46224605696.0000,3043.0930,0.331209
2020-01-20,3070.6700,3072.2880,3054.4480,3065.9900,2727484896,55623208192.0000,3053.1720,0.419826
2020-01-21,3048.9450,3050.8230,3011.1840,3012.1120,3280129104,59740274176.0000,3065.9900,-1.757279
2020-01-22,2996.8090,3023.9010,2965.6630,3017.8780,3315976000,60509150208.0000,3012.1120,0.191427
2020-01-23,2993.7720,2993.7720,2910.3940,2932.4930,4283935200,75506614272.0000,3017.8780,-2.829306
2020-02-03,2676.0070,2755.8440,2676.0070,2727.0930,5860918528,96131248128.0000,2932.4930,-7.004279
2020-02-04,2724.1310,2796.7140,2724.1310,2794.6600,5701636864,91856015360.0000,2727.0930,2.477620
2020-02-05,2803.7370,2833.2090,2782.4230,2812.8990,4418206976,73422004224.0000,2794.6600,0.652638
2020-02-06,2829.5110,2866.3900,2809.3660,2854.8870,4213425104,70417285120.0000,2812.8990,1.492695
2020-02-07,2836.7990,2851.8240,2819.6670,2851.7100,3444362800,59065093632.0000,2854.8870,-0.111283
2020-02-10,2826.7970,2854.8280,2817.7700,2850.0640,3365493408,56648242688.0000,2851.7100,-0.057720
2020-02-11,2858.9240,2893.0670,2854.0720,2879.8570,3602824400,58519424768.0000,2850.0640,1.045345
2020-02-12,2876.6700,2895.9260,2870.7680,2895.5850,3123075008,52126940928.0000,2879.8570,0.546138
2020-02-13,2898.3980,2906.7210,2871.2640,2875.4790,3743476400,57844935168.0000,2895.5850,-0.694367
2020-02-14,2870.7120,2900.2030,2870.6280,2895.0640,3512599600,53270508288.0000,2875.4790,0.681104
2020-02-17,2901.6860,2950.2820,2898.5920,2950.0690,4529653248,72567316480.0000,2895.0640,1.899958
2020-02-18,2940.6460,2944.4330,2914.9640,2924.3980,3809899104,60875096320.0000,2950.0690,-0.870183
2020-02-19,2917.1240,2942.3460,2914.5920,2923.7630,4027025200,62808194048.0000,2924.3980,-0.021714
2020-02-20,2931.3710,2981.2650,2920.7970,2978.1820,5022984704,84693540864.0000,2923.7630,1.861266
